thread_name,thread_url
Push Notification for mobile alert,https://www.forexfactory.com/thread/540958-push-notification-for-mobile-alert
Is there a price and tick volume alert program?,https://www.forexfactory.com/thread/540834-is-there-a-price-and-tick-volume-alert
Seeking explanation for code anomaly,https://www.forexfactory.com/thread/540811-seeking-explanation-for-code-anomaly
MT4 Layout (and a little story about my beginning),https://www.forexfactory.com/thread/540511-mt4-layout-and-a-little-story-about-my
trade manager (sessions filter) EA,https://www.forexfactory.com/thread/540722-trade-manager-sessions-filter-ea
"BackTest EA with more than one currency, possible?",https://www.forexfactory.com/thread/540683-backtest-ea-with-more-than-one-currency-possible
Pip change indicator on Excel for timing entries near pivots,https://www.forexfactory.com/thread/540679-pip-change-indicator-on-excel-for-timing-entries
Need help with MT4 code,https://www.forexfactory.com/thread/535273-need-help-with-mt4-code
Question about Decompiling ex4 Build 600+,https://www.forexfactory.com/thread/540554-question-about-decompiling-ex4-build-600
Need help modifying high and low indicator,https://www.forexfactory.com/thread/540319-need-help-modifying-high-and-low-indicator
MACD_Momentum:  What's the problem?,https://www.forexfactory.com/thread/540440-macdmomentum-whats-the-problem
Need EA to close trades on opposite side before placing new order,https://www.forexfactory.com/thread/540411-need-ea-to-close-trades-on-opposite-side
MQL and Databases,https://www.forexfactory.com/thread/26784-mql-and-databases
Code Help Regarding OrdersTotal,https://www.forexfactory.com/thread/540264-code-help-regarding-orderstotal
30/50/100 sma crossover indicator.,https://www.forexfactory.com/thread/238461-3050100-sma-crossover-indicator
"EA+Indicator,Problems found with picture and codes in testing!",https://www.forexfactory.com/thread/536723-eaindicatorproblems-found-with-picture-and-codes-in-testing
Daily LinesBoxes indicator - fix for old code,https://www.forexfactory.com/thread/509073-daily-linesboxes-indicator-fix-for-old-code
Specific Time Based Entry - EA,https://www.forexfactory.com/thread/96089-specific-time-based-entry-ea
mt4 indicator window question,https://www.forexfactory.com/thread/539974-mt4-indicator-window-question
Upper Timeframe MACD,https://www.forexfactory.com/thread/377595-upper-timeframe-macd
access to raw market data in real-time?,https://www.forexfactory.com/thread/206080-access-to-raw-market-data-in-real-time
2 MA Crossover to apply on Open & Close with Alert,https://www.forexfactory.com/thread/539881-2-ma-crossover-to-apply-on-open
How can I stop MT4 from updating automatically,https://www.forexfactory.com/thread/539534-how-can-i-stop-mt4-from-updating-automatically
Commercial coder for a dashboard needed,https://www.forexfactory.com/thread/539879-commercial-coder-for-a-dashboard-needed
MT4: Create objects in Tester in new build MT4,https://www.forexfactory.com/thread/539876-mt4-create-objects-in-tester-in-new-build
MT5 Previous Bar Hi-Lo,https://www.forexfactory.com/thread/539762-mt5-previous-bar-hi-lo
Web-based version of MT4 or alternative to installing?,https://www.forexfactory.com/thread/539665-web-based-version-of-mt4-or-alternative-to-installing
Script for USD strength?,https://www.forexfactory.com/thread/539651-script-for-usd-strength
MT4 coding help,https://www.forexfactory.com/thread/64818-mt4-coding-help
PinBar Indicator Coding Help Needed,https://www.forexfactory.com/thread/294699-pinbar-indicator-coding-help-needed
Help needed for coding an indicator,https://www.forexfactory.com/thread/444878-help-needed-for-coding-an-indicator
coding help (open order only on the 1st break),https://www.forexfactory.com/thread/356926-coding-help-open-order-only-on-the-1st
Need help with coding,https://www.forexfactory.com/thread/524572-need-help-with-coding
"Can't load MT4 custom indicator, need some help",https://www.forexfactory.com/thread/539601-cant-load-mt4-custom-indicator-need-some-help
Looking for mt4 indi that shows which pairs are moving,https://www.forexfactory.com/thread/512062-looking-for-mt4-indi-that-shows-which-pairs
Need a little help from a programmer to remove comments,https://www.forexfactory.com/thread/539500-need-a-little-help-from-a-programmer-to
Currency Feed for Android Smartphone,https://www.forexfactory.com/thread/539522-currency-feed-for-android-smartphone
Show MA's from one timeframe on another,https://www.forexfactory.com/thread/539469-show-mas-from-one-timeframe-on-another
Major bug in MT4 build 765,https://www.forexfactory.com/thread/539446-major-bug-in-mt4-build-765
Looking for USD/CNY or USD/CNH M15 data 2013/14-2014/15,https://www.forexfactory.com/thread/539440-looking-for-usdcny-or-usdcnh-m15-data-201314-201415
ScanWave v.0.2 MT4 Indicator - help translating,https://www.forexfactory.com/thread/539226-scanwave-v02-mt4-indicator-help-translating
Need code for this strategy,https://www.forexfactory.com/thread/539325-need-code-for-this-strategy
Does Apple iOS's metatrader 4 support fibonacci?,https://www.forexfactory.com/thread/539246-does-apple-ioss-metatrader-4-support-fibonacci
Trade management - moving stops to BE+ after opposing engulf,https://www.forexfactory.com/thread/535649-trade-management-moving-stops-to-be-after
Back Testing on Custom Time Frames?,https://www.forexfactory.com/thread/538173-back-testing-on-custom-time-frames
buy/sell stop EA,https://www.forexfactory.com/thread/539170-buysell-stop-ea
Strategy Tester: Cannot Buy/Sell,https://www.forexfactory.com/thread/431608-strategy-tester-cannot-buysell
"Live price quotes, multiple brokers, 1 excel sheet - Please help!",https://www.forexfactory.com/thread/539154-live-price-quotes-multiple-brokers-1-excel-sheet
Candle High Low Marker,https://www.forexfactory.com/thread/539130-candle-high-low-marker
Could someone please modify this script?,https://www.forexfactory.com/thread/34041-could-someone-please-modify-this-script
Script code question,https://www.forexfactory.com/thread/373003-script-code-question
Need to show Prorealtime Moving Average in 1hr timeframe only,https://www.forexfactory.com/thread/537115-need-to-show-prorealtime-moving-average-in-1hr
"EA 2MA Cross, Stoch and MACD Combo",https://www.forexfactory.com/thread/538778-ea-2ma-cross-stoch-and-macd-combo
EA to close all trades before a news event,https://www.forexfactory.com/thread/538715-ea-to-close-all-trades-before-a-news
Duka's jForex Historical Tester performance issues,https://www.forexfactory.com/thread/538561-dukas-jforex-historical-tester-performance-issues
Any shortcuts for drawing tools on MT4?,https://www.forexfactory.com/thread/538194-any-shortcuts-for-drawing-tools-on-mt4
Looking for ABCD indicator,https://www.forexfactory.com/thread/536946-looking-for-abcd-indicator
MT4 daily simple MA (which can correctly base itself on NY),https://www.forexfactory.com/thread/538313-mt4-daily-simple-ma-which-can-correctly-base
Peak and Trough indicator - someone help make this indicator,https://www.forexfactory.com/thread/538177-peak-and-trough-indicator-someone-help-make
Looking for a specific Swing Indicator,https://www.forexfactory.com/thread/329189-looking-for-a-specific-swing-indicator
Chin Break Out Alert Works !!! Are Buy/Sell Order Available ???,https://www.forexfactory.com/thread/118391-chin-break-out-alert-works-are-buysell
Coding Needed - Will Pay,https://www.forexfactory.com/thread/538182-coding-needed-will-pay
So how much will this coding cost?,https://www.forexfactory.com/thread/538114-so-how-much-will-this-coding-cost
MQL Coding - Lets talk about how to code mql,https://www.forexfactory.com/thread/538168-mql-coding-lets-talk-about-how-to
Join me in the making of RenkoShade3,https://www.forexfactory.com/thread/534876-join-me-in-the-making-of-renkoshade3
REQ: True MACD MTF No-Repaint Indicator Please,https://www.forexfactory.com/thread/538094-req-true-macd-mtf-no-repaint-indicator-please
Bollinger band TP and SL - help needed,https://www.forexfactory.com/thread/538153-bollinger-band-tp-and-sl-help-needed
Need a simple line creator that keeps distance and periods,https://www.forexfactory.com/thread/537856-need-a-simple-line-creator-that-keeps-distance
I Need a Trade copier which can reverse Order,https://www.forexfactory.com/thread/458316-i-need-a-trade-copier-which-can-reverse
Chart Event - Drag Order from Trade Tab,https://www.forexfactory.com/thread/537698-chart-event-drag-order-from-trade-tab
modify indicator high low open close,https://www.forexfactory.com/thread/226743-modify-indicator-high-low-open-close
MT4 Mobile problems,https://www.forexfactory.com/thread/537625-mt4-mobile-problems
Please help add an alert to this Price-Action V2 pinbar detector,https://www.forexfactory.com/thread/359769-please-help-add-an-alert-to-this-price-action
EA Auto Lot Size $1 per pip for any currency pair?,https://www.forexfactory.com/thread/537505-ea-auto-lot-size-1-per-pip-for
trade order according to the percentage margin needed,https://www.forexfactory.com/thread/537596-trade-order-according-to-the-percentage-margin-needed
[EA] Close all buy/sell + pending orders /setpair/set $ profit,https://www.forexfactory.com/thread/369745-ea-close-all-buysell-pending-orders-setpairset
Adaptive Martingale Manager,https://www.forexfactory.com/thread/537108-adaptive-martingale-manager
Can someone make this arrow indicator please,https://www.forexfactory.com/thread/537015-can-someone-make-this-arrow-indicator-please
Demo account with full news feed?,https://www.forexfactory.com/thread/12246-demo-account-with-full-news-feed
historical frequency of price,https://www.forexfactory.com/thread/537102-historical-frequency-of-price
How do you display 30 second charts?,https://www.forexfactory.com/thread/536721-how-do-you-display-30-second-charts
Wanted: Multiple Moving Average indicator,https://www.forexfactory.com/thread/535665-wanted-multiple-moving-average-indicator
MT4: How to change the decimal on the y-axis like this?,https://www.forexfactory.com/thread/537066-mt4-how-to-change-the-decimal-on-the
Configuring Custom Daily Candles?,https://www.forexfactory.com/thread/364359-configuring-custom-daily-candles
How to calculate dynamic breakeven price from OrderSwap(),https://www.forexfactory.com/thread/536761-how-to-calculate-dynamic-breakeven-price-from-orderswap
mathematical formula of this indicator,https://www.forexfactory.com/thread/536856-mathematical-formula-of-this-indicator
Order replacement EA,https://www.forexfactory.com/thread/210858-order-replacement-ea
Kalman filter,https://www.forexfactory.com/thread/27550-kalman-filter
MT4 Dynamic Correlation Panel - Display on active chart,https://www.forexfactory.com/thread/536715-mt4-dynamic-correlation-panel-display-on-active
How to export FF calendar historical data?,https://www.forexfactory.com/thread/536632-how-to-export-ff-calendar-historical-data
MetaTrader 4 MultiTerminal,https://www.forexfactory.com/thread/10722-metatrader-4-multiterminal
Indicator to count Bear/Bull candles,https://www.forexfactory.com/thread/503991-indicator-to-count-bearbull-candles
Question about this ATR indicator?,https://www.forexfactory.com/thread/529912-question-about-this-atr-indicator
Where to find metaquotes ID in iPhone for push notifications?,https://www.forexfactory.com/thread/536390-where-to-find-metaquotes-id-in-iphone-for
Strategy Tester - multi-timeframe moving averages not working,https://www.forexfactory.com/thread/536276-strategy-tester-multi-timeframe-moving-averages-not-working
Question about multiple EAs,https://www.forexfactory.com/thread/536334-question-about-multiple-eas
Data Sharing between multiple MT4 terminals,https://www.forexfactory.com/thread/63154-data-sharing-between-multiple-mt4-terminals
Pending Order EA or Script Needed,https://www.forexfactory.com/thread/329970-pending-order-ea-or-script-needed
